"kbc_schedule_id","kbc_project_id","kbc_scheduler_configuration_id","mode","tag","crontab","crontab_timezone","state","kbc_component_configuration_id","kbc_component_id","kbc_token_id","token_name","dst_proj_single","dst_stack_single","dst_proj_company","dst_stack_company","dst_proj_ac","dst_stack_ac","dst_timestamp"
"27_cloud-keboola-test","13_cloud-keboola-test","13_cloud-keboola-test_keboola.scheduler_16777","run","","0 0,4,8,12,16,20 * * *","UTC","enabled","13_cloud-keboola-test_keboola.orchestrator_16776","keboola.orchestrator_cloud-keboola-test","130_cloud-keboola-test","[_internal] Scheduler for 1137676946 Scheduler","","","","","13","connection.test.keboola.cloud","2024-08-07 07:26:13.000"
